;
TIK 1;0.5966042507074477
TIK 2;0.560909849570967
TIK 3;0.6343760387044355
TIK 4;0.5936604056697302
TIK 5;0.6784716023004991
TIK 6;0.6061369255297027
TIK 7;0.6576144834930777
TIK 8;0.6757818896348453
TIK 9;0.678061481605913
TIK 10;0.6777660695468914
TIK 11;0.6098211153981059
TIK 12;0.5867763888493408
TIK 13;0.6977135348226018
TIK 14;0.5761146223582234
TIK 15;0.694552943682977
TIK 16;0.5324086542777628
TIK 17;0.5850931080821655
TIK 18;0.7527690442430595
TIK 19;0.6858923387022209
TIK 20;0.6390287977238648
TIK 21;0.7315329626687848
TIK 22;0.6199193367689895
TIK 23;0.6466278317152103
TIK 24;0.7071819914244879
TIK 25;0.638210573432138
TIK 26;0.6279831957810684
TIK 27;0.6079750722543352
TIK 28;0.6375088789537459
TIK 29;0.6532491659841387
TIK 30;0.5697959561375099
;
