;
TIK 1;0.3148327172779831
TIK 2;0.31787912798013807
TIK 3;0.2662045912598928
TIK 4;0.304318400495768
TIK 5;0.26753819289467295
TIK 6;0.25008378693848304
TIK 7;0.29254119511550886
TIK 8;0.36040980607391143
TIK 9;0.3352197539206577
TIK 10;0.30517413255297937
TIK 11;0.26877082832510807
TIK 12;0.2641022748636962
TIK 13;0.3967260973829632
TIK 14;0.2752245196735118
TIK 15;0.40013071523969196
TIK 16;0.2819143551326179
TIK 17;0.28440003821847315
TIK 18;0.5153122815934938
TIK 19;0.3781238200455899
TIK 20;0.33780554328908746
TIK 21;0.29138204311783766
TIK 22;0.32486297231786054
TIK 23;0.281938422458722
TIK 24;0.2665396825396825
TIK 25;0.29020920985213144
TIK 26;0.26264800018781254
TIK 27;0.24792315098860251
TIK 28;0.27224588923836446
TIK 29;0.30770507422319204
TIK 30;0.32102011110120904
;
